상호명,카테고리,업종,시도,구,latitude,longitude,도로명주소,전화번호,홈페이지,휴무일,오픈시간,주차여부,반려동물전용여부,입장가능종류,제한사항,color
100세약국,반려의료,동물약국,서울특별시,영등포구,37.53325958,126.903741,서울특별시 영등포구 양평로 24,226788217,,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~18:30",N,해당없음,모두 가능,제한사항 없음,purple
100코달리 와인바,반려동물식당카페,카페,서울특별시,중구,37.56330525,127.016417,서울특별시 중구 다산로38길 11,50713466774,http://instagram.com/100caudalie,매주 월요일,화~일 18:00~02:00,Y,해당없음,모두 가능,제한사항 없음,lightgreen
1층메디컬약국,반려의료,동물약국,서울특별시,금천구,37.45304289,126.901712,서울특별시 금천구 시흥대로 214,28911112,,연중무휴,"월~수, 금 09:00~20:00, 목 09:00~20:30, 토 09:00~15:30, 일 09:00~13:30, 법정공휴일 10:00~16:00",Y,해당없음,모두 가능,제한사항 없음,purple
1층이화약국,반려의료,동물약국,서울특별시,성동구,37.5665905,127.024082,서울특별시 성동구 왕십리로 410,7077981281,,매주 일요일,"월, 목 09:00~20:00, 화, 목 09:00~19:00, 수 09:00~18:00, 토 09:00~14:00",Y,해당없음,모두 가능,제한사항 없음,purple
21세기동물병원,반려의료,동물병원,서울특별시,용산구,37.52831582,126.999196,서울특별시 용산구 보광로 46,27496750,https://blog.naver.com/vetsj21,매주 일요일,월~토 09:00~18:00,Y,해당없음,모두 가능,제한사항 없음,orange
21C 세계로약국,반려의료,동물약국,서울특별시,강서구,37.54204619,126.840751,서울특별시 강서구 화곡로 173,226070624,,연중무휴,"월~금 08:30~20:30, 토, 법정공휴일 08:30~20:00, 일 09:30~19:00",N,해당없음,모두 가능,제한사항 없음,purple
24시 강서 젠틀리동물의료센터,반려의료,동물병원,서울특별시,강서구,37.55904001,126.820063,서울특별시 강서구 마곡중앙1로 72,226628111,https://blog.naver.com/gentlelee2020,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 굿케어동물의료센터,반려의료,동물병원,서울특별시,관악구,37.48000009,126.956867,서울특별시 관악구 남부순환로 1861,269562475,https://blog.naver.com/goodcare24,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 글로리 동물병원,반려의료,동물병원,서울특별시,금천구,37.47674386,126.898256,서울특별시 금천구 시흥대로 483,28558575,https://blog.naver.com/gloryamc,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 동물응급의료센터,반려의료,동물병원,서울특별시,중랑구,37.59532179,127.079577,서울특별시 중랑구 망우로 247,24947582,http://royalamc.com/,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 명동물메디컬센터,반려의료,동물병원,서울특별시,구로구,37.50156787,126.847162,서울특별시 구로구 남부순환로 775,226195102,https://blog.naver.com/petsong1472,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 산들산들 동물병원,반려의료,동물병원,서울특별시,마포구,37.55097463,126.956497,서울특별시 마포구 마포대로16길 7,23933588,https://24sdsdah.modoo.at/,연중무휴,"월~금 10:00~24:00, 토~일 10:00~20:00",Y,해당없음,모두 가능,제한사항 없음,orange
24시 서울 탑 동물병원,반려의료,동물병원,서울특별시,양천구,37.51774297,126.853643,서울특별시 양천구 중앙로 237,226018875,https://blog.naver.com/animalhospital-,연중무휴,매일 09:00~21:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 스마트동물병원,반려의료,동물병원,서울특별시,강남구,37.52069647,127.029989,서울특별시 강남구 도산대로 213,25490275,https://blog.naver.com/smart7582,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 시유동물메디컬센터,반려의료,동물병원,서울특별시,용산구,37.52000492,126.969872,서울특별시 용산구 이촌로64길 24,27930075,https://blog.naver.com/seeu_amc,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 신도림S동물의료센터,반려의료,동물병원,서울특별시,구로구,37.50688385,126.884037,서울특별시 구로구 경인로 619-3,269493575,https://blog.naver.com/ssah24,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 안박동물병원,반려의료,동물병원,서울특별시,강서구,37.56011704,126.856339,서울특별시 강서구 양천로 510,236647511,,매주 일요일,월~토 10:00~19:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 애니동물병원,반려의료,동물병원,서울특별시,성북구,37.58399292,127.019824,서울특별시 성북구 보문로 99,29268275,,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 지구촌 동물메디컬 센터,반려의료,동물병원,서울특별시,구로구,37.49878906,126.884786,서울특별시 구로구 구로중앙로31길 30,28697582,https://blog.naver.com/dr_jiguchon,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 청담우리 동물병원,반려의료,동물병원,서울특별시,강남구,37.51449135,127.052853,서울특별시 강남구 삼성로 614,25417515,https://www.chungdamah.co.kr/,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시 SNC 동물메디컬센터,반려의료,동물병원,서울특별시,강남구,37.4974084,127.038878,서울특별시 강남구 논현로 416,25627582,http://blog.naver.com/sncamc,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시루시드동물메디컬센터,반려의료,동물병원,서울특별시,강북구,37.60958992,127.030683,서울특별시 강북구 월계로 3,29417900,http://www.lucidamc.co.kr/,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시센트럴동물메디컬센터,반려의료,동물병원,서울특별시,성동구,37.5586754,127.033737,서울특별시 성동구 고산자로 207,233957975,http://www.xn--24-qp6i57v43be1or8g.com/,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시스마트동물메디컬센터,반려의료,동물병원,서울특별시,은평구,37.59978536,126.918127,서울특별시 은평구 은평로 93,23877582,https://blog.naver.com/eosksh,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시아프리카동물메디컬센터,반려의료,동물병원,서울특별시,강서구,37.55820284,126.844923,서울특별시 강서구 공항대로 335,236657975,http://www.semyungah.com/,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시연동물의료센터,반려의료,동물병원,서울특별시,강서구,37.54293761,126.842277,서울특별시 강서구 화곡로 191,50713267553,https://blog.naver.com/24_yeon,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시예담동물의료센터,반려의료,동물병원,서울특별시,은평구,37.60958089,126.916793,서울특별시 은평구 연서로 122,269527519,https://blog.naver.com/24yedamamc,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시예스동물병원,반려의료,동물병원,서울특별시,서초구,37.5071157,127.009873,서울특별시 서초구 잠원로 24,25343475,https://blog.naver.com/numberhana,연중무휴,"월~금 10:50~19:30, 토, 법정공휴일 11:00~18:00",Y,해당없음,모두 가능,제한사항 없음,orange
24시잠실ON동물의료센터,반려의료,동물병원,서울특별시,송파구,37.51156036,127.079181,서울특별시 송파구 올림픽로 76,24180724,http://24onamc.com,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시지구촌동물메디컬센터,반려의료,동물병원,서울특별시,구로구,37.49878906,126.884786,서울특별시 구로구 구로중앙로31길 30,28697582,http://blog.naver.com/dr_jiguchon,연중무휴,매일 09:00~23:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시OK동물병원,반려의료,동물병원,서울특별시,강남구,37.49556174,127.049817,서울특별시 강남구 도곡로51길 4,25697582,http://blog.naver.com/24okamc,연중무휴,매일 09:00~21:00,Y,해당없음,모두 가능,제한사항 없음,orange
24시SD동물영상의료센터,반려의료,동물병원,서울특별시,중구,37.56478,127.02471,서울특별시 중구 왕십리로 407,220390303,https://sdamc.co.kr/,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
25시동물병원,반려의료,동물병원,서울특별시,노원구,37.64777726,127.077579,서울특별시 노원구 한글비석로8길 16,29350075,https://blog.naver.com/vetoh,"매주 토, 일",월~금 10:00~20:00,Y,해당없음,모두 가능,제한사항 없음,orange
25시동물의료센터,반려의료,동물병원,서울특별시,송파구,37.50553777,127.089412,서울특별시 송파구 삼전로 80,24191351,https://blog.naver.com/jamsil25h,연중무휴,매일 00:00~24:00,Y,해당없음,모두 가능,제한사항 없음,orange
2층스타약국,반려의료,동물약국,서울특별시,은평구,37.63528107,126.917656,서울특별시 은평구 통일로 1034,23578889,,매주 일요일,"수 09:00~21:00, 목 09:00~19:00, 금 09:00~19:00, 토 09:00~15:00,, 월 09:00~19:00, 화 09:00~19:00,",Y,해당없음,모두 가능,제한사항 없음,purple
2층은약국,반려의료,동물약국,서울특별시,동작구,37.50975909,126.963859,서울특별시 동작구 현충로 75,264848248,,"매주 일요일, 법정공휴일","월, 수 09:15~19:00, 화, 목 09:15~21:00, 금 09:15~20:30, 토 09:15~15:00",N,해당없음,모두 가능,제한사항 없음,purple
2층종로약국,반려의료,동물약국,서울특별시,은평구,37.61962267,126.921523,서울특별시 은평구 통일로 856,50714385603,,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~14:00",Y,해당없음,모두 가능,제한사항 없음,purple
2층하늘약국,반려의료,동물약국,서울특별시,마포구,37.57014164,126.903832,서울특별시 마포구 월드컵북로 230,23034290,,"매주 일요일, 법정공휴일","월~금 09:30~18:30, 토 09:30~14:00",N,해당없음,모두 가능,제한사항 없음,purple
2Cats,반려동물식당카페,카페,서울특별시,종로구,37.57182943,126.986787,서울특별시 종로구 인사동길 11,27227833,,연중무휴,매일 11:00~21:00,N,해당없음,모두 가능,제한사항 없음,lightgreen
331멍발소,반려동물 서비스,미용,서울특별시,동대문구,37.5850119,127.041494,서울특별시 동대문구 제기로20길 34-1,50713903310,https://www.instagram.com/331mung,연중무휴,매일 10:00~20:00,Y,해당없음,모두 가능,제한사항 없음,lightred
365 마음동물병원,반려의료,동물병원,서울특별시,구로구,37.49627786,126.829996,서울특별시 구로구 오리로 1286,226115223,http://www.guroah.com/,연중무휴,매일 10:00~20:00,Y,해당없음,모두 가능,제한사항 없음,orange
365 종로약국,반려의료,동물약국,서울특별시,동대문구,37.57028867,127.057409,서울특별시 동대문구 전농로 60-1,50713538704,,연중무휴,매일 08:00~23:00,N,해당없음,모두 가능,제한사항 없음,purple
365구생약국,반려의료,동물약국,서울특별시,은평구,37.6112522,126.928734,서울특별시 은평구 통일로 739,23531144,,연중무휴,"월~금 09:00~22:00, 토 09:00~22:00, 일 10:00~22:00, 법정공휴일 10:00~22:00",Y,해당없음,모두 가능,제한사항 없음,purple
365그린약국,반려의료,동물약국,서울특별시,강서구,37.53152152,126.846532,서울특별시 강서구 강서로 43,26538070,,매주 일요일,"월~금 09:00~21:00, 토 09:00~17:00",N,해당없음,모두 가능,제한사항 없음,purple
365동물병원,반려의료,동물병원,서울특별시,도봉구,37.66297575,127.046351,서울특별시 도봉구 방학로 54,264020365,https://www.instagram.com/365_vet/,연중무휴,"월~금 09:30~20:00, 토 09:30~19:00, 일, 법정공휴일 09:30~17:00",Y,해당없음,모두 가능,제한사항 없음,orange
365마트약국,반려의료,동물약국,서울특별시,영등포구,37.52781676,126.904683,서울특별시 영등포구 영중로 125,226334865,,연중무휴,매일 10:00~22:00,Y,해당없음,모두 가능,제한사항 없음,purple
365미소약국,반려의료,동물약국,서울특별시,은평구,37.63946305,126.918268,서울특별시 은평구 진관3로 11,264718488,,연중무휴,"매일 09:00~21:00,",N,해당없음,모두 가능,제한사항 없음,purple
365새누리약국,반려의료,동물약국,서울특별시,양천구,37.53288516,126.864166,서울특별시 양천구 등촌로 32,226481858,,연중무휴,"월~금 08:00~21:00, 토 08:00~19:00, 일, 법정공휴일 12:00~21:00",Y,해당없음,모두 가능,제한사항 없음,purple
365약국,반려의료,동물약국,서울특별시,성북구,37.6086296,127.029459,서울특별시 성북구 동소문로 321,29851365,,연중무휴,매일 09:00~20:30,N,해당없음,모두 가능,제한사항 없음,purple
365열린약국,반려의료,동물약국,서울특별시,마포구,37.54350072,126.952887,서울특별시 마포구 백범로 199,260102720,,연중무휴,"월~금 08:00~21:00, 토~일, 법정공휴일 08:00~17:00",N,해당없음,모두 가능,제한사항 없음,purple
365열린약국,반려의료,동물약국,서울특별시,영등포구,37.5267661,126.905231,서울특별시 영등포구 영중로 119,25687807,,연중무휴,매일 09:00~23:00,Y,해당없음,모두 가능,제한사항 없음,purple
365열린약국,반려의료,동물약국,서울특별시,구로구,37.49399577,126.858255,서울특별시 구로구 남부순환로97길 3,236660784,,연중무휴,매일 08:30~22:30,Y,해당없음,모두 가능,제한사항 없음,purple
365올리브약국,반려의료,동물약국,서울특별시,강북구,37.63058484,127.024886,서울특별시 강북구 도봉로 242,50714399992,,연중무휴,"월~금 09:00~20:00, 토 09:00~18:00, 일 12:00~18:00",Y,해당없음,모두 가능,제한사항 없음,purple
365정화약국,반려의료,동물약국,서울특별시,노원구,37.65616028,127.061515,서울특별시 노원구 상계로 59,29354869,,연중무휴,"월~토 09:00~23:00, 일, 법정공휴일 13:00~23:00",Y,해당없음,모두 가능,제한사항 없음,purple
365프라자약국,반려의료,동물약국,서울특별시,중랑구,37.6162737,127.079279,서울특별시 중랑구 공릉로 63,29784266,,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~15:00",N,해당없음,모두 가능,제한사항 없음,purple
365플러스약국,반려의료,동물약국,서울특별시,동대문구,37.57454832,127.038768,서울특별시 동대문구 천호대로 133,29630110,,연중무휴,매일 10:00~22:00,N,해당없음,모두 가능,제한사항 없음,purple
365행복약국,반려의료,동물약국,서울특별시,노원구,37.63662358,127.068915,서울특별시 노원구 한글비석로 57,24692490,,연중무휴,매일 10:00~21:00,Y,해당없음,모두 가능,제한사항 없음,purple
38도씨식당,반려동물식당카페,식당,서울특별시,마포구,37.54942988,126.921615,서울특별시 마포구 와우산로17길 19-17,50713398387,https://instagram.com/38docisikdang,연중무휴,매일 17:00~01:00,N,해당없음,모두 가능,제한사항 없음,darkpurple
3층약국,반려의료,동물약국,서울특별시,마포구,37.57014164,126.903832,서울특별시 마포구 월드컵북로 230,23064743,,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~15:00",N,해당없음,모두 가능,제한사항 없음,purple
3층엠코약국,반려의료,동물약국,서울특별시,중랑구,37.59833282,127.091624,서울특별시 중랑구 망우로 353,24347707,,연중무휴,"월~금 09:00~21:00, 토 09:00~18:00, 일 09:00~12:00",Y,해당없음,모두 가능,제한사항 없음,purple
3층파란문약국,반려의료,동물약국,서울특별시,용산구,37.52704046,126.964892,서울특별시 용산구 한강대로 69,27969008,,"매주 일요일, 법정공휴일","월~금 10:00~15:00, 토 10:00~15:30",Y,해당없음,모두 가능,제한사항 없음,purple
41약국,반려의료,동물약국,서울특별시,양천구,37.52817831,126.875772,서울특별시 양천구 목동동로 293,226547774,,"매주 일요일, 법정공휴일",월~토 09:30~20:00,N,해당없음,모두 가능,제한사항 없음,purple
4층 다나약국,반려의료,동물약국,서울특별시,관악구,37.48256382,126.953099,서울특별시 관악구 관악로 195,28789529,,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00",Y,해당없음,모두 가능,제한사항 없음,purple
63아트,반려동반여행,미술관,서울특별시,영등포구,37.51966416,126.939909,서울특별시 영등포구 63로 50,27895101,www.63art.co.kr,연중무휴,매일 10:00~22:00,Y,해당없음,해당없음,해당없음,blue
7번약국,반려의료,동물약국,서울특별시,강북구,37.6382539,127.025489,서울특별시 강북구 도봉로 339,29047773,https://sevenmask.blogspot.com,연중무휴,"월~토 09:00~01:00, 일, 법정공휴일 13:00~01:00",Y,해당없음,모두 가능,제한사항 없음,purple
8번가위드팜약국,반려의료,동물약국,서울특별시,서대문구,37.5630334,126.943333,서울특별시 서대문구 성산로 515,23134588,,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,해당없음,모두 가능,제한사항 없음,purple
가까운 새서울약국,반려의료,동물약국,서울특별시,송파구,37.53082426,127.112289,서울특별시 송파구 토성로 18,24778205,,"매주 토, 일",월~금 08:30~18:30,N,해당없음,모두 가능,제한사항 없음,purple
가까운사랑약국,반려의료,동물약국,서울특별시,강동구,37.54616183,127.143454,서울특별시 강동구 양재대로 1576,24284428,,매주 일요일,"월~금 08:30~20:30, 토 08:30~18:00",N,해당없음,모두 가능,제한사항 없음,purple
가까운약국,반려의료,동물약국,서울특별시,영등포구,37.51746312,126.896494,서울특별시 영등포구 당산로 34,50713078231,https://blog.naver.com/jhkang_1999,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~17:00",N,해당없음,모두 가능,제한사항 없음,purple
가까운약국,반려의료,동물약국,서울특별시,금천구,37.45918029,126.904874,서울특별시 금천구 독산로 133,28093323,,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 08:30~16:00",N,해당없음,모두 가능,제한사항 없음,purple
가까운약국,반려의료,동물약국,서울특별시,관악구,37.48614225,126.947286,서울특별시 관악구 양녕로 46,7042227272,,연중무휴,"월~금 08:30~21:00, 토 08:30~18:00, 일 08:30~13:30, 법정공휴일 08:40~14:00",Y,해당없음,모두 가능,제한사항 없음,purple
가까운온누리약국,반려의료,동물약국,서울특별시,양천구,37.51740654,126.865307,서울특별시 양천구 목동서로 349,226508828,,연중무휴,"월~토 09:00~21:00, 일, 법정공휴일 13:00~21:00",Y,해당없음,모두 가능,제한사항 없음,purple
가까운정문약국,반려의료,동물약국,서울특별시,중랑구,37.61417516,127.09718,서울특별시 중랑구 신내로16길 17,7044022579,https://sinneayakkuk.modoo.at/,"매주 토, 일, 법정공휴일",월~금 09:00~18:00,N,해당없음,모두 가능,제한사항 없음,purple
가나동물병원(서울 강동),반려의료,동물병원,서울특별시,강동구,37.55494229,127.136729,서울특별시 강동구 고덕로 101,24418588,,,,Y,해당없음,모두 가능,제한사항 없음,orange
가나동물병원(서울 도봉구),반려의료,동물병원,서울특별시,도봉구,37.66270567,127.034101,서울특별시 도봉구 방학로 162,234914748,,매주 일요일,"월~금 09:30~19:00, 토 09:30~15:00",N,해당없음,모두 가능,제한사항 없음,orange
가나종합동물병원,반려의료,동물병원,서울특별시,양천구,37.5359632,126.877988,서울특별시 양천구 목동서로 77,226457588,,매주 일요일,월~토 09:00~20:00,Y,해당없음,모두 가능,제한사항 없음,orange
가든파이브약국,반려의료,동물약국,서울특별시,송파구,37.47761484,127.124962,서울특별시 송파구 충민로 66,221570600,,연중무휴,"금~일 09:00~22:00, 월~목 09:00~21:00",N,해당없음,모두 가능,제한사항 없음,purple
가든펫동물병원,반려의료,동물병원,서울특별시,은평구,37.58699856,126.908535,서울특별시 은평구 증산로9길 26-23,23735555,http://healthypet.kr/,"매주 토, 일",월~금 10:00~16:00,Y,해당없음,모두 가능,제한사항 없음,orange
가디온누리약국,반려의료,동물약국,서울특별시,금천구,37.4807624,126.880679,서울특별시 금천구 가산디지털1로 171,50714875544,,"매주 토, 일",월~금 08:30~19:00,Y,해당없음,모두 가능,제한사항 없음,purple
가락약국,반려의료,동물약국,서울특별시,송파구,37.49490974,127.117168,서울특별시 송파구 송파대로 286,7088068421,,매주 일요일,"월~금 09:00~21:00, 토, 법정공휴일 09:00~18:00",N,해당없음,모두 가능,제한사항 없음,purple
가락종합동물병원,반려의료,동물병원,서울특별시,송파구,37.50635671,127.120876,서울특별시 송파구 오금로 247,24130075,,매주 일요일,"월~금 09:30~19:00, 토 09:30~17:00",Y,해당없음,모두 가능,제한사항 없음,orange
가람동물병원(서울 강동),반려의료,동물병원,서울특별시,강동구,37.52902824,127.124221,서울특별시 강동구 성내로 36,24845502,,매주 일요일,"월~금 09:30~20:00, 토 09:30~18:00",Y,해당없음,모두 가능,제한사항 없음,orange
가람약국,반려의료,동물약국,서울특별시,종로구,37.57467165,126.96843,서울특별시 종로구 사직동 9,27339303,,연중무휴,"월~금 10:00~20:00, 토 10:00~20:00, 일 10:00~20:00, 법정공휴일 10:00~20:00",Y,해당없음,모두 가능,제한사항 없음,purple
가람약국,반려의료,동물약국,서울특별시,양천구,37.54909446,126.867872,서울특별시 양천구 공항대로 564,226583518,,연중무휴,"월~금 09:00~20:30, 토 09:00~15:30, 일 10:30~20:00, 법정공휴일 10:00~16:00",N,해당없음,모두 가능,제한사항 없음,purple
가람약국,반려의료,동물약국,서울특별시,금천구,37.46674548,126.886719,서울특별시 금천구 가산디지털1로 5,222250048,,"매주 토, 일, 법정공휴일",월~금 08:00~20:00,Y,해당없음,모두 가능,제한사항 없음,purple
가로수동물병원,반려의료,동물병원,서울특별시,강남구,37.52435015,127.023513,서울특별시 강남구 압구정로 134,25497579,https://blog.naver.com/garosuah,연중무휴,월~토 10:00~19:00(일 18:00),Y,해당없음,모두 가능,제한사항 없음,orange
가산소중한약국,반려의료,동물약국,서울특별시,금천구,37.48107584,126.886418,서울특별시 금천구 디지털로9길 68,232818005,,매주 일요일,"월~금 08:00~18:30, 토 08:00~13:30",N,해당없음,모두 가능,제한사항 없음,purple
가산약국,반려의료,동물약국,서울특별시,금천구,37.47610711,126.893145,서울특별시 금천구 가산로 116,28381158,,연중무휴,"월~토 08:30~22:00, 일, 법정공휴일 09:00~19:00",N,해당없음,모두 가능,제한사항 없음,purple
가야온누리약국,반려의료,동물약국,서울특별시,도봉구,37.65195346,127.045751,서울특별시 도봉구 노해로65길 17-9,29974540,,매주 일요일,"월~금 08:00~18:00, 토 08:00~13:00",Y,해당없음,모두 가능,제한사항 없음,purple
가양누리약국,반려의료,동물약국,서울특별시,강서구,37.56129159,126.860254,서울특별시 강서구 허준로 198,236638013,,"매주 일요일, 법정공휴일","월~수, 금 09:00~19:30, 목 09:00~20:00, 토 09:00~16:00",Y,해당없음,모두 가능,제한사항 없음,purple
가양종로약국,반려의료,동물약국,서울특별시,강서구,37.56258508,126.8517,서울특별시 강서구 양천로 460,226592356,,매주 일요일,"월~금 09:00~20:30, 토 09:00~17:30",Y,해당없음,모두 가능,제한사항 없음,purple
가양쿨펫동물병원,반려의료,동물병원,서울특별시,강서구,37.56426405,126.84996,서울특별시 강서구 양천로 431,236651838,http://blog.naver.com/coolpetah,매주 목요일,"월~수, 금~일 10:00~21:00",Y,해당없음,모두 가능,제한사항 없음,orange
가양하늘약국,반려의료,동물약국,서울특별시,강서구,37.55958367,126.854738,서울특별시 강서구 화곡로68길 3,236624290,,연중무휴,"월~금 08:00~20:30, 토~일, 법정공휴일 09:00~20:00",Y,해당없음,모두 가능,제한사항 없음,purple
가온동물병원,반려의료,동물병원,서울특별시,강동구,37.56066757,127.170463,서울특별시 강동구 상일로 153,269537512,https://blog.naver.com/kaonah7512,매주 수요일,"월~화, 목~일 10:00~21:00",Y,해당없음,모두 가능,제한사항 없음,orange
가온동물병원,반려의료,동물병원,서울특별시,양천구,37.54014367,126.864055,서울특별시 양천구 등촌로 114,226432777,,연중무휴,매일 10:00~22:00,Y,해당없음,모두 가능,제한사항 없음,orange
가온약국,반려의료,동물약국,서울특별시,강서구,37.56112553,126.836985,서울특별시 강서구 마곡중앙8로 85,7047949611,,"매주 일요일, 법정공휴일","월~금 09:00~20:30, 토 09:00~17:00",Y,해당없음,모두 가능,제한사항 없음,purple
가온온누리약국,반려의료,동물약국,서울특별시,양천구,37.52817831,126.875772,서울특별시 양천구 목동동로 293,220611119,,"매주 일요일, 법정공휴일","월~금 09:30~20:30, 토 09:30~18:30",N,해당없음,모두 가능,제한사항 없음,purple
가원펫애견샵,반려동물 서비스,반려동물용품,서울특별시,양천구,37.52135003,126.846604,서울특별시 양천구 신월로 220,50714681701,,연중무휴,매일 10:00~22:00,Y,해당없음,모두 가능,제한사항 없음,darkblue
가은약국,반려의료,동물약국,서울특별시,관악구,37.48162306,126.953739,서울특별시 관악구 봉천로 486,28789669,,연중무휴,"월~토, 법정공휴일 09:00~21:00, 일 08:30~20:30",N,해당없음,모두 가능,제한사항 없음,purple
가장빠른천사약국,반려의료,동물약국,서울특별시,송파구,37.52644023,127.114932,서울특별시 송파구 강동대로 74,24838875,,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~19:00",N,해당없음,모두 가능,제한사항 없음,purple
가장큰이대약국,반려의료,동물약국,서울특별시,강서구,37.55840386,126.834894,서울특별시 강서구 공항대로 248,226628279,,연중무휴,"월~금 08:30~20:00, 토 09:00~19:30, 일 12:00~18:00",Y,해당없음,모두 가능,제한사항 없음,purple
가장큰태평양약국,반려의료,동물약국,서울특별시,용산구,37.53331694,127.003891,서울특별시 용산구 대사관로 52,27903376,,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:30",N,해당없음,모두 가능,제한사항 없음,purple
가재울봉쥬르동물병원,반려의료,동물병원,서울특별시,서대문구,37.57717168,126.910871,서울특별시 서대문구 거북골로 178,23058275,https://blog.naver.com/bonjourah,"매주 목,일","월~수, 금 09:30~19:00, 토 09:30~18:00",Y,해당없음,모두 가능,제한사항 없음,orange
가족사랑약국,반려의료,동물약국,서울특별시,강북구,37.62469669,127.032071,서울특별시 강북구 오패산로52길 39,29453720,,"매주 일요일, 법정공휴일","월~금 09:00~17:00, 토 09:00~12:30",Y,해당없음,모두 가능,제한사항 없음,purple
가좌동물병원,반려의료,동물병원,서울특별시,서대문구,37.58002921,126.911146,서울특별시 서대문구 응암로 77,23074633,https://blog.naver.com/lym4833,연중무휴,"월~토 09:30~21:30, 일 10:00~18:00",Y,해당없음,모두 가능,제한사항 없음,orange
가좌진약국,반려의료,동물약국,서울특별시,서대문구,37.56882737,126.916382,서울특별시 서대문구 수색로 20,23727749,,"매주 일요일, 법정공휴일","월, 금 09:00~19:30, 화~목 09:00~19:00, 토 09:00~14:30",Y,해당없음,모두 가능,제한사항 없음,purple
가회민화박물관,반려동반여행,박물관,서울특별시,종로구,37.58150935,126.985229,서울특별시 종로구 북촌로 52,27410466,www.gahoemuseum.org,매주 월요일,화~일 10:00~18:000,Y,해당없음,해당없음,해당없음,beige
간송박물관,반려동반여행,박물관,서울특별시,성북구,37.59446244,126.996239,서울특별시 성북구 성북로 102-11,27620442,http://kansong.org/,"매주 토, 일",월~금 10:00~18:00,Y,해당없음,해당없음,해당없음,beige
간식나무,반려동물 서비스,반려동물용품,서울특별시,영등포구,37.52209338,126.884455,서울특별시 영등포구 선유서로 67,226327111,https://www.instagram.com/snack.tree/,매주 월요일,"화~금 11:00~20:00, 토~일 12:00~20:00",Y,해당없음,모두 가능,제한사항 없음,darkblue
감성독,반려동물 서비스,반려동물용품,서울특별시,중랑구,37.58089881,127.092994,서울특별시 중랑구 면목로44길 79,50713656988,https//idus.kr/i5Qah,매주 일요일,"월~금 11:00~20:00, 토 11:00~15:00",Y,해당없음,모두 가능,제한사항 없음,darkblue
감성있개,반려동물 서비스,미용,서울특별시,중랑구,37.60786117,127.09853,서울특별시 중랑구 봉화산로 232,,https://www.instagram.com/gamsungdog/,매주 일요일,월~토 09:30~17:30,Y,해당없음,모두 가능,제한사항 없음,lightred
감초약국,반려의료,동물약국,서울특별시,강서구,37.53124981,126.84732,서울특별시 강서구 강서로 38,226025884,,"매주 일요일, 법정공휴일",월~토 09:00~21:00,N,해당없음,모두 가능,제한사항 없음,purple
강남25동물병원,반려의료,동물병원,서울특별시,강남구,37.51558036,127.035012,서울특별시 강남구 학동로 235,25458575,,매주 토요일,"월~금 09:00~21:30, 일 12:30~21:00",Y,해당없음,모두 가능,제한사항 없음,orange
